"SEX,discrete(2)","EDUCATION,discrete(7)","MARRIAGE,discrete(4)","AGE,continuous","PAY_0,discrete(11)","PAY_2,discrete(11)","PAY_3,discrete(11)","PAY_4,discrete(11)","PAY_5,discrete(11)","PAY_6,discrete(11)","BILL_AMT1,continuous","BILL_AMT2,continuous","PAY_AMT1,continuous","PAY_AMT2,continuous","PAY_AMT4,continuous","Default,class(0,1)"
1.0,1.0,2.0,39.0,2.0,2.0,2.0,2.0,2.0,2.0,304391.0,206004.0,5505.0,4849.0,4600.0,0.0
1.0,3.0,1.0,41.0,3.0,4.0,4.0,2.0,2.0,2.0,182881.0,87792.0,1295.0,0.0,673.0,0.0
1.0,2.0,1.0,33.0,2.0,2.0,2.0,4.0,4.0,0.0,184286.0,87260.0,1275.0,3081.0,0.0,1.0
1.0,3.0,2.0,35.0,2.0,2.0,2.0,2.0,2.0,2.0,182080.0,86789.0,1281.0,1450.0,382.0,0.0
1.0,1.0,2.0,39.0,5.0,4.0,2.0,2.0,2.0,4.0,349720.0,256866.0,7500.0,7100.0,15000.0,1.0
1.0,2.0,2.0,44.0,2.0,2.0,2.0,2.0,1.0,1.0,186575.0,91520.0,3000.0,3007.0,1290.0,0.0
1.0,6.0,1.0,46.0,2.0,2.0,2.0,2.0,2.0,1.0,454879.0,366780.0,15000.0,13274.0,185.0,0.0
1.0,2.0,2.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,167022.0,72835.0,3058.0,0.0,0.0,0.0
1.0,2.0,1.0,36.0,1.0,4.0,1.0,1.0,1.0,1.0,166806.0,70167.0,0.0,390.0,390.0,1.0
1.0,3.0,3.0,46.0,2.0,2.0,2.0,2.0,2.0,2.0,179655.0,85300.0,2000.0,2000.0,500.0,0.0
1.0,1.0,1.0,40.0,2.0,2.0,2.0,2.0,2.0,2.0,285332.0,184729.0,10030.0,6053.0,6027.0,0.0
1.0,2.0,1.0,31.0,2.0,2.0,2.0,2.0,2.0,2.0,213044.0,119442.0,3000.0,2000.0,2004.0,1.0
1.0,3.0,2.0,31.0,2.0,2.0,2.0,2.0,2.0,2.0,193855.0,99549.0,2000.0,2000.0,2014.0,0.0
1.0,1.0,1.0,47.0,4.0,4.0,4.0,2.0,2.0,2.0,331245.0,233271.0,2008.0,6000.0,4000.0,1.0
1.0,2.0,2.0,32.0,2.0,2.0,2.0,2.0,2.0,2.0,188333.0,94823.0,3000.0,3000.0,4500.0,0.0
1.0,2.0,1.0,31.0,2.0,2.0,2.0,2.0,2.0,2.0,220926.0,128188.0,4000.0,3000.0,3000.0,0.0
1.0,1.0,2.0,33.0,2.0,2.0,2.0,2.0,2.0,2.0,259600.0,147815.0,3040.0,5000.0,5000.0,0.0
1.0,3.0,1.0,31.0,3.0,4.0,2.0,2.0,0.0,0.0,201823.0,105146.0,0.0,1027.0,0.0,0.0
1.0,2.0,2.0,33.0,4.0,4.0,2.0,2.0,2.0,2.0,190508.0,94006.0,0.0,2000.0,3000.0,1.0
1.0,2.0,1.0,32.0,2.0,2.0,2.0,2.0,2.0,2.0,212407.0,117911.0,2084.0,2500.0,497.0,0.0
1.0,3.0,2.0,34.0,3.0,4.0,4.0,4.0,4.0,4.0,199356.0,104601.0,1900.0,0.0,1500.0,1.0
1.0,3.0,1.0,42.0,2.0,2.0,2.0,2.0,2.0,2.0,342607.0,243412.0,7003.0,6500.0,4500.0,0.0
1.0,2.0,1.0,39.0,2.0,2.0,2.0,2.0,0.0,0.0,176183.0,81512.0,1315.0,1040.0,0.0,1.0
1.0,3.0,1.0,42.0,4.0,4.0,4.0,4.0,4.0,4.0,425091.0,327985.0,11000.0,0.0,14288.0,0.0
1.0,3.0,1.0,49.0,2.0,2.0,2.0,2.0,2.0,2.0,214911.0,116206.0,2000.0,3030.0,2000.0,1.0
1.0,3.0,1.0,40.0,2.0,2.0,2.0,2.0,2.0,2.0,173731.0,78788.0,1153.0,2000.0,1000.0,0.0
1.0,2.0,1.0,30.0,2.0,2.0,2.0,2.0,2.0,2.0,214171.0,107721.0,12000.0,13000.0,4010.0,0.0
1.0,2.0,1.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,172506.0,71524.0,1747.0,642.0,0.0,0.0
1.0,2.0,2.0,32.0,2.0,2.0,2.0,2.0,0.0,0.0,188412.0,89294.0,1429.0,1000.0,0.0,0.0
1.0,1.0,2.0,33.0,3.0,0.0,0.0,0.0,0.0,0.0,165580.0,69777.0,0.0,0.0,0.0,1.0
1.0,3.0,2.0,48.0,2.0,2.0,2.0,2.0,1.0,1.0,252615.0,149306.0,2915.0,2646.0,12503.0,0.0
1.0,2.0,2.0,41.0,2.0,2.0,2.0,4.0,4.0,2.0,175722.0,80646.0,1200.0,3250.0,0.0,1.0
1.0,1.0,2.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,171187.0,69777.0,0.0,316.0,672.0,0.0
1.0,3.0,2.0,40.0,3.0,0.0,0.0,0.0,0.0,0.0,165580.0,69777.0,0.0,0.0,0.0,0.0
1.0,2.0,2.0,39.0,3.0,5.0,4.0,4.0,4.0,4.0,215760.0,118866.0,0.0,1266.0,2301.0,0.0
1.0,2.0,2.0,25.0,2.0,2.0,2.0,2.0,2.0,2.0,216059.0,118071.0,1649.0,11890.0,668.0,1.0
1.0,2.0,1.0,43.0,2.0,2.0,2.0,2.0,2.0,2.0,210200.0,103506.0,1582.0,15350.0,3459.0,0.0
1.0,1.0,2.0,33.0,2.0,2.0,2.0,1.0,1.0,1.0,213832.0,109228.0,9024.0,1104.0,14958.0,0.0
1.0,3.0,1.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,163990.0,63521.0,4666.0,4666.0,4666.0,0.0
1.0,2.0,2.0,36.0,4.0,5.0,4.0,4.0,4.0,4.0,252601.0,156485.0,2000.0,4500.0,3400.0,0.0
1.0,2.0,2.0,37.0,1.0,1.0,2.0,2.0,2.0,2.0,166410.0,87374.0,17597.0,1332.0,1000.0,0.0
1.0,1.0,1.0,42.0,1.0,1.0,1.0,0.0,0.0,0.0,167233.0,71511.0,1734.0,0.0,0.0,0.0
1.0,2.0,2.0,35.0,3.0,5.0,5.0,4.0,2.0,2.0,191181.0,96663.0,2000.0,0.0,1000.0,0.0
1.0,2.0,1.0,49.0,2.0,2.0,2.0,2.0,2.0,2.0,201395.0,106577.0,1590.0,1926.0,1500.0,0.0
1.0,1.0,1.0,36.0,3.0,4.0,5.0,4.0,1.0,1.0,173995.0,80082.0,2181.0,0.0,1261.0,1.0
1.0,2.0,1.0,45.0,2.0,2.0,2.0,2.0,0.0,0.0,178823.0,81476.0,1500.0,5017.0,0.0,0.0
1.0,2.0,1.0,35.0,2.0,2.0,2.0,2.0,2.0,2.0,234968.0,140257.0,3439.0,3237.0,1693.0,1.0
1.0,2.0,2.0,36.0,2.0,2.0,2.0,2.0,2.0,2.0,483602.0,391337.0,10810.0,4746.0,3275.0,0.0
1.0,2.0,1.0,46.0,2.0,1.0,1.0,4.0,1.0,2.0,196870.0,70557.0,780.0,390.0,1560.0,0.0
1.0,2.0,1.0,33.0,2.0,2.0,2.0,2.0,2.0,2.0,193666.0,98865.0,1500.0,2000.0,1000.0,0.0
1.0,2.0,1.0,41.0,2.0,2.0,2.0,2.0,2.0,2.0,181404.0,82558.0,2000.0,2000.0,1000.0,0.0
1.0,3.0,2.0,38.0,2.0,2.0,2.0,2.0,2.0,2.0,218288.0,120798.0,2469.0,2119.0,1418.0,0.0
1.0,2.0,1.0,45.0,2.0,2.0,2.0,2.0,2.0,2.0,215153.0,119194.0,2245.0,1652.0,10580.0,0.0
1.0,3.0,1.0,42.0,4.0,2.0,2.0,4.0,2.0,2.0,175923.0,81938.0,2000.0,3100.0,2000.0,1.0
1.0,2.0,1.0,38.0,2.0,2.0,2.0,2.0,2.0,2.0,180546.0,86055.0,1565.0,1299.0,637.0,0.0
1.0,1.0,1.0,42.0,4.0,4.0,2.0,2.0,4.0,2.0,229178.0,131764.0,0.0,4000.0,0.0,0.0
1.0,2.0,2.0,37.0,2.0,2.0,2.0,2.0,2.0,2.0,189002.0,94202.0,1397.0,1435.0,959.0,0.0
1.0,2.0,3.0,34.0,2.0,2.0,2.0,2.0,2.0,2.0,174183.0,77534.0,1200.0,1141.0,0.0,0.0
1.0,3.0,2.0,35.0,3.0,4.0,2.0,1.0,1.0,1.0,189284.0,91551.0,0.0,2000.0,1261.0,1.0
1.0,2.0,2.0,35.0,5.0,4.0,4.0,4.0,4.0,1.0,165730.0,69927.0,0.0,0.0,0.0,0.0
1.0,2.0,2.0,34.0,2.0,2.0,2.0,2.0,0.0,0.0,183383.0,88903.0,1626.0,1000.0,0.0,0.0
1.0,2.0,1.0,38.0,5.0,4.0,2.0,2.0,4.0,2.0,203871.0,107157.0,0.0,1706.0,0.0,1.0
1.0,2.0,1.0,39.0,4.0,4.0,4.0,4.0,2.0,2.0,332191.0,239973.0,7820.0,6100.0,6127.0,1.0
1.0,3.0,1.0,39.0,3.0,4.0,2.0,2.0,2.0,2.0,176446.0,79871.0,0.0,1201.0,254.0,1.0
1.0,3.0,1.0,43.0,2.0,2.0,2.0,2.0,2.0,2.0,216024.0,119431.0,2000.0,2050.0,1000.0,0.0
1.0,2.0,2.0,34.0,2.0,2.0,2.0,4.0,2.0,2.0,183256.0,87427.0,2000.0,2500.0,1000.0,0.0
1.0,3.0,2.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,167864.0,71784.0,2007.0,1371.0,360.0,0.0
1.0,3.0,2.0,43.0,2.0,2.0,2.0,2.0,1.0,2.0,216097.0,118007.0,2015.0,1882.0,45800.0,0.0
1.0,1.0,2.0,31.0,2.0,2.0,2.0,2.0,2.0,2.0,445291.0,336194.0,10143.0,24932.0,6265.0,0.0
1.0,3.0,2.0,45.0,3.0,4.0,2.0,2.0,2.0,2.0,386921.0,283041.0,7000.0,7500.0,7000.0,0.0
1.0,2.0,1.0,47.0,3.0,1.0,4.0,4.0,1.0,1.0,164922.0,116119.0,47000.0,0.0,20400.0,1.0
1.0,1.0,2.0,40.0,1.0,1.0,1.0,1.0,1.0,1.0,167115.0,72429.0,2652.0,179.0,1326.0,1.0
1.0,2.0,1.0,31.0,3.0,4.0,4.0,4.0,2.0,2.0,181833.0,85472.0,0.0,3000.0,1000.0,0.0
1.0,2.0,2.0,31.0,2.0,2.0,2.0,2.0,4.0,4.0,178772.0,83979.0,1230.0,1265.0,694.0,1.0
1.0,2.0,2.0,43.0,2.0,2.0,2.0,2.0,2.0,2.0,216365.0,118486.0,3000.0,4414.0,1042.0,1.0
1.0,2.0,2.0,39.0,2.0,2.0,2.0,2.0,2.0,2.0,189645.0,95437.0,2005.0,2000.0,2000.0,1.0
1.0,1.0,2.0,29.0,3.0,4.0,4.0,2.0,2.0,4.0,209014.0,114299.0,2100.0,0.0,4000.0,1.0
1.0,2.0,2.0,29.0,2.0,2.0,2.0,0.0,0.0,0.0,236139.0,121327.0,3000.0,0.0,0.0,0.0
1.0,2.0,1.0,32.0,2.0,2.0,2.0,2.0,2.0,4.0,178032.0,83216.0,1500.0,1500.0,2000.0,1.0
1.0,2.0,2.0,37.0,5.0,4.0,4.0,9.0,9.0,9.0,167959.0,72156.0,0.0,0.0,0.0,1.0
1.0,3.0,1.0,39.0,4.0,4.0,4.0,4.0,4.0,4.0,341388.0,249176.0,8000.0,8000.0,7000.0,1.0
1.0,5.0,1.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,179890.0,73474.0,3700.0,0.0,0.0,0.0
1.0,1.0,1.0,42.0,1.0,2.0,1.0,1.0,1.0,1.0,168129.0,90276.0,20449.0,2499.0,0.0,0.0
1.0,2.0,2.0,34.0,4.0,2.0,2.0,6.0,5.0,4.0,183982.0,89562.0,2000.0,5500.0,0.0,0.0
1.0,2.0,1.0,37.0,2.0,2.0,2.0,2.0,2.0,2.0,179009.0,85465.0,2500.0,2500.0,2500.0,0.0
1.0,1.0,2.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,166481.0,70678.0,901.0,901.0,0.0,0.0
1.0,2.0,2.0,30.0,2.0,2.0,2.0,2.0,2.0,2.0,301214.0,205573.0,5034.0,6000.0,3500.0,0.0
1.0,2.0,2.0,34.0,3.0,4.0,2.0,2.0,2.0,2.0,180675.0,84236.0,0.0,6000.0,3000.0,0.0
1.0,2.0,2.0,32.0,2.0,2.0,2.0,2.0,2.0,0.0,207595.0,108674.0,1575.0,1377.0,0.0,0.0
1.0,3.0,1.0,41.0,3.0,6.0,5.0,4.0,2.0,2.0,176291.0,80176.0,0.0,0.0,302.0,0.0
1.0,2.0,2.0,47.0,3.0,4.0,4.0,4.0,2.0,2.0,174137.0,78048.0,0.0,3000.0,1000.0,1.0
1.0,2.0,1.0,34.0,1.0,1.0,1.0,1.0,1.0,1.0,166924.0,69771.0,0.0,2196.0,1796.0,0.0
1.0,2.0,2.0,35.0,3.0,4.0,4.0,4.0,4.0,4.0,181248.0,84896.0,0.0,3108.0,0.0,1.0
1.0,2.0,1.0,38.0,1.0,1.0,1.0,1.0,2.0,1.0,167510.0,70082.0,305.0,6270.0,2200.0,0.0
1.0,1.0,2.0,40.0,2.0,2.0,2.0,2.0,2.0,2.0,231632.0,138771.0,3800.0,3300.0,2600.0,0.0
1.0,2.0,1.0,37.0,3.0,0.0,0.0,0.0,0.0,0.0,165580.0,69777.0,3000.0,0.0,0.0,0.0
1.0,3.0,2.0,43.0,1.0,1.0,1.0,2.0,1.0,1.0,169746.0,73943.0,4166.0,4216.0,4166.0,0.0
1.0,2.0,1.0,49.0,3.0,4.0,2.0,2.0,2.0,2.0,182327.0,85958.0,0.0,2000.0,2000.0,1.0
1.0,1.0,2.0,29.0,2.0,2.0,2.0,2.0,2.0,2.0,276301.0,181019.0,3938.0,5720.0,2000.0,1.0
1.0,2.0,1.0,38.0,2.0,2.0,2.0,2.0,2.0,2.0,208197.0,112006.0,1678.0,2023.0,1375.0,0.0
1.0,2.0,1.0,36.0,2.0,2.0,2.0,2.0,2.0,2.0,253011.0,184736.0,50005.0,20010.0,20000.0,0.0
1.0,3.0,1.0,38.0,2.0,2.0,2.0,2.0,2.0,2.0,303909.0,207849.0,6806.0,4744.0,3672.0,0.0
1.0,2.0,2.0,43.0,2.0,2.0,2.0,2.0,0.0,0.0,199906.0,103887.0,3000.0,3505.0,0.0,0.0
1.0,2.0,1.0,40.0,4.0,4.0,4.0,4.0,4.0,2.0,236342.0,138802.0,0.0,6600.0,0.0,1.0
1.0,1.0,2.0,38.0,2.0,2.0,2.0,2.0,2.0,2.0,180835.0,86284.0,5006.0,4015.0,7137.0,1.0
1.0,3.0,2.0,32.0,2.0,2.0,2.0,2.0,2.0,2.0,215340.0,120882.0,2189.0,1600.0,700.0,1.0
1.0,2.0,2.0,33.0,2.0,2.0,0.0,0.0,0.0,0.0,188910.0,69777.0,0.0,0.0,0.0,0.0
1.0,2.0,1.0,34.0,1.0,1.0,1.0,1.0,1.0,1.0,178647.0,75947.0,6170.0,3444.0,381.0,0.0
1.0,3.0,2.0,34.0,2.0,2.0,2.0,2.0,2.0,2.0,211456.0,116342.0,1752.0,2154.0,1811.0,0.0
1.0,2.0,2.0,34.0,2.0,2.0,2.0,2.0,2.0,2.0,192354.0,97791.0,2000.0,1694.0,8697.0,0.0
1.0,2.0,1.0,35.0,2.0,2.0,1.0,1.0,1.0,2.0,196378.0,98583.0,1000.0,2425.0,3850.0,0.0
1.0,6.0,2.0,41.0,2.0,2.0,2.0,4.0,2.0,2.0,185681.0,89863.0,1318.0,1973.0,600.0,0.0
1.0,3.0,1.0,44.0,1.0,1.0,1.0,1.0,1.0,0.0,167741.0,77007.0,7426.0,3306.0,15.0,0.0
1.0,2.0,1.0,38.0,3.0,4.0,4.0,4.0,4.0,4.0,175179.0,79073.0,0.0,2676.0,1000.0,0.0
1.0,2.0,2.0,36.0,2.0,2.0,2.0,2.0,2.0,1.0,256596.0,106483.0,1848.0,1394.0,99.0,0.0
1.0,2.0,1.0,37.0,2.0,2.0,2.0,2.0,2.0,2.0,213412.0,118797.0,2000.0,3000.0,1000.0,1.0
1.0,2.0,2.0,44.0,2.0,2.0,2.0,1.0,1.0,2.0,186019.0,76659.0,1068.0,1007.0,1646.0,1.0
1.0,2.0,1.0,40.0,2.0,2.0,2.0,4.0,2.0,2.0,177709.0,82696.0,1300.0,2100.0,1000.0,1.0
1.0,1.0,1.0,43.0,0.0,0.0,0.0,0.0,1.0,1.0,166580.0,69777.0,0.0,0.0,5014.0,0.0
1.0,2.0,1.0,46.0,2.0,2.0,2.0,2.0,2.0,2.0,282835.0,179227.0,5400.0,5505.0,4000.0,0.0
1.0,1.0,1.0,38.0,2.0,2.0,2.0,2.0,2.0,2.0,198857.0,104069.0,1869.0,5000.0,5783.0,1.0
1.0,2.0,1.0,46.0,2.0,2.0,2.0,2.0,2.0,2.0,209299.0,114067.0,1700.0,1924.0,1000.0,0.0
1.0,3.0,1.0,49.0,2.0,1.0,1.0,1.0,1.0,1.0,285020.0,73621.0,3844.0,2299.0,8190.0,1.0
1.0,2.0,1.0,43.0,4.0,4.0,4.0,4.0,2.0,2.0,182813.0,88416.0,2000.0,2000.0,1000.0,1.0
1.0,2.0,1.0,45.0,3.0,4.0,4.0,4.0,4.0,2.0,173533.0,78941.0,1500.0,0.0,0.0,0.0
1.0,1.0,2.0,29.0,4.0,4.0,4.0,2.0,2.0,0.0,173461.0,80192.0,3000.0,0.0,0.0,1.0
1.0,1.0,2.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,166826.0,87011.0,17328.0,388.0,814.0,0.0
1.0,5.0,1.0,38.0,2.0,2.0,2.0,2.0,2.0,2.0,266910.0,170055.0,3824.0,4311.0,3370.0,0.0
1.0,1.0,2.0,36.0,1.0,1.0,1.0,1.0,1.0,1.0,174013.0,70421.0,644.0,7567.0,499.0,0.0
1.0,2.0,2.0,43.0,4.0,4.0,4.0,4.0,4.0,4.0,180277.0,87109.0,3200.0,0.0,0.0,1.0
1.0,1.0,1.0,37.0,3.0,1.0,1.0,4.0,1.0,2.0,165580.0,71839.0,2062.0,3050.0,3700.0,1.0
1.0,1.0,2.0,35.0,2.0,2.0,2.0,2.0,2.0,2.0,280577.0,188598.0,4884.0,5100.0,3142.0,0.0
1.0,2.0,2.0,37.0,1.0,1.0,1.0,1.0,1.0,0.0,168580.0,69927.0,150.0,0.0,0.0,0.0
1.0,3.0,1.0,48.0,2.0,2.0,2.0,2.0,2.0,2.0,241868.0,141436.0,3003.0,2403.0,3001.0,0.0
1.0,2.0,2.0,43.0,2.0,2.0,2.0,2.0,2.0,2.0,185236.0,99954.0,1300.0,2600.0,700.0,0.0
1.0,1.0,1.0,36.0,3.0,0.0,0.0,0.0,0.0,0.0,165580.0,69777.0,0.0,0.0,0.0,1.0
1.0,2.0,1.0,40.0,3.0,4.0,2.0,2.0,2.0,2.0,214619.0,117726.0,0.0,2058.0,762.0,1.0
1.0,1.0,2.0,45.0,2.0,2.0,2.0,2.0,2.0,2.0,208511.0,115333.0,6004.0,1805.0,1003.0,0.0
1.0,2.0,2.0,45.0,4.0,4.0,4.0,4.0,2.0,2.0,231361.0,129891.0,0.0,4817.0,1700.0,1.0
1.0,3.0,2.0,40.0,2.0,2.0,2.0,2.0,2.0,2.0,182464.0,87668.0,1291.0,1478.0,400.0,0.0
1.0,1.0,1.0,41.0,4.0,4.0,4.0,4.0,2.0,2.0,282279.0,183135.0,0.0,14779.0,5000.0,1.0
1.0,2.0,3.0,37.0,1.0,2.0,2.0,2.0,2.0,1.0,177350.0,86256.0,10000.0,5000.0,0.0,0.0
1.0,2.0,1.0,45.0,2.0,2.0,2.0,2.0,2.0,2.0,185053.0,89645.0,1896.0,1417.0,284.0,0.0
1.0,2.0,2.0,33.0,2.0,2.0,2.0,2.0,2.0,2.0,195789.0,100970.0,1804.0,2561.0,11000.0,0.0
1.0,2.0,1.0,36.0,5.0,4.0,4.0,6.0,6.0,5.0,166180.0,70377.0,0.0,0.0,0.0,1.0
1.0,1.0,2.0,35.0,3.0,0.0,0.0,0.0,0.0,0.0,165568.0,69765.0,0.0,0.0,0.0,0.0
1.0,2.0,1.0,37.0,2.0,2.0,2.0,2.0,2.0,2.0,181009.0,86213.0,1270.0,1418.0,3144.0,0.0
1.0,2.0,1.0,45.0,4.0,5.0,5.0,4.0,2.0,2.0,317760.0,227496.0,9500.0,2000.0,8000.0,0.0
1.0,1.0,2.0,36.0,2.0,2.0,2.0,2.0,2.0,2.0,215330.0,118631.0,2100.0,2000.0,2413.0,0.0
1.0,1.0,1.0,47.0,3.0,4.0,4.0,4.0,4.0,5.0,224286.0,127161.0,0.0,3200.0,5000.0,1.0
1.0,1.0,2.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,166294.0,69709.0,7.0,0.0,4200.0,0.0
1.0,3.0,1.0,40.0,2.0,2.0,2.0,2.0,2.0,2.0,287124.0,193392.0,5000.0,4533.0,3724.0,0.0
1.0,1.0,1.0,46.0,2.0,2.0,2.0,2.0,2.0,2.0,177051.0,83047.0,2000.0,1500.0,6000.0,0.0
1.0,1.0,1.0,35.0,1.0,1.0,1.0,1.0,2.0,1.0,166333.0,75990.0,6220.0,762.0,0.0,1.0
1.0,1.0,1.0,46.0,3.0,0.0,1.0,1.0,1.0,1.0,165580.0,69777.0,0.0,26330.0,797.0,1.0
1.0,1.0,2.0,38.0,3.0,4.0,2.0,2.0,2.0,2.0,261838.0,139484.0,0.0,4000.0,8000.0,0.0
1.0,3.0,2.0,36.0,2.0,1.0,1.0,1.0,1.0,2.0,174581.0,71464.0,1702.0,1422.0,20062.0,0.0
1.0,2.0,1.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,165580.0,70033.0,256.0,0.0,1529.0,0.0
1.0,1.0,1.0,38.0,3.0,4.0,4.0,4.0,1.0,2.0,202418.0,95991.0,65.0,3383.0,112679.0,0.0
1.0,2.0,1.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,171668.0,73182.0,3436.0,7813.0,2376.0,0.0
1.0,2.0,2.0,36.0,3.0,6.0,5.0,5.0,4.0,5.0,181137.0,84792.0,0.0,1600.0,1500.0,1.0
1.0,2.0,1.0,36.0,3.0,4.0,2.0,2.0,2.0,2.0,278455.0,178258.0,0.0,4308.0,2536.0,0.0
1.0,3.0,2.0,31.0,3.0,5.0,4.0,2.0,2.0,2.0,196985.0,100365.0,0.0,0.0,762.0,1.0
1.0,2.0,2.0,45.0,2.0,2.0,2.0,2.0,2.0,2.0,185436.0,89784.0,1316.0,1458.0,494.0,1.0
1.0,1.0,1.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,165580.0,69777.0,0.0,0.0,0.0,0.0
1.0,2.0,2.0,48.0,2.0,2.0,4.0,4.0,4.0,2.0,285545.0,194721.0,8506.0,4706.0,16.0,0.0
1.0,1.0,2.0,43.0,1.0,1.0,1.0,1.0,2.0,2.0,165743.0,72285.0,2508.0,8534.0,4000.0,0.0
1.0,3.0,2.0,41.0,2.0,2.0,2.0,2.0,2.0,2.0,384015.0,275758.0,5778.0,17020.0,4179.0,0.0
1.0,2.0,1.0,41.0,1.0,1.0,1.0,1.0,2.0,1.0,165906.0,71083.0,1306.0,652.0,0.0,1.0
1.0,2.0,1.0,38.0,2.0,2.0,2.0,2.0,1.0,2.0,214781.0,129149.0,30107.0,10026.0,50091.0,0.0
1.0,2.0,1.0,45.0,2.0,2.0,2.0,2.0,2.0,2.0,215877.0,119721.0,1939.0,1547.0,1078.0,0.0
1.0,2.0,1.0,39.0,3.0,4.0,4.0,5.0,4.0,2.0,191674.0,95153.0,0.0,4600.0,0.0,0.0
1.0,0.0,2.0,37.0,2.0,2.0,0.0,0.0,0.0,0.0,173222.0,69777.0,0.0,0.0,0.0,0.0
1.0,2.0,2.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,172262.0,72436.0,2669.0,2184.0,626.0,0.0
1.0,1.0,1.0,36.0,3.0,0.0,1.0,1.0,2.0,2.0,165580.0,69777.0,0.0,568.0,1000.0,0.0
1.0,2.0,2.0,37.0,2.0,2.0,2.0,2.0,2.0,2.0,181192.0,86704.0,1577.0,1444.0,500.0,1.0
1.0,2.0,1.0,33.0,2.0,2.0,2.0,2.0,2.0,2.0,215496.0,120017.0,2000.0,2000.0,1000.0,0.0
1.0,2.0,1.0,39.0,2.0,2.0,2.0,2.0,2.0,2.0,203292.0,108490.0,1626.0,1663.0,2000.0,0.0
1.0,2.0,1.0,42.0,2.0,2.0,2.0,2.0,2.0,2.0,304807.0,190557.0,4325.0,4558.0,4221.0,0.0
1.0,2.0,2.0,33.0,2.0,2.0,2.0,2.0,2.0,1.0,184732.0,89711.0,5000.0,5000.0,5000.0,0.0
1.0,1.0,2.0,37.0,4.0,4.0,4.0,4.0,4.0,4.0,201728.0,106635.0,1600.0,0.0,0.0,1.0
1.0,2.0,2.0,37.0,0.0,0.0,1.0,1.0,1.0,1.0,177249.0,97496.0,27963.0,63354.0,3939.0,0.0
1.0,1.0,2.0,33.0,3.0,0.0,0.0,1.0,1.0,0.0,165580.0,69777.0,0.0,0.0,0.0,0.0
1.0,2.0,2.0,38.0,2.0,2.0,2.0,2.0,2.0,2.0,183201.0,88495.0,1700.0,1700.0,1000.0,0.0
1.0,1.0,1.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,165380.0,69577.0,0.0,0.0,2672.0,0.0
1.0,1.0,2.0,32.0,2.0,2.0,2.0,2.0,4.0,2.0,211714.0,120667.0,5890.0,9395.0,0.0,1.0
1.0,2.0,1.0,45.0,3.0,4.0,2.0,2.0,2.0,2.0,215016.0,118119.0,0.0,2065.0,701.0,1.0
1.0,0.0,2.0,40.0,3.0,0.0,1.0,1.0,1.0,0.0,165580.0,69777.0,0.0,200.0,0.0,0.0
1.0,1.0,2.0,33.0,2.0,2.0,2.0,2.0,2.0,2.0,332852.0,252178.0,18000.0,18000.0,20000.0,0.0
1.0,1.0,2.0,34.0,2.0,2.0,2.0,2.0,2.0,2.0,582258.0,494517.0,16005.0,18016.0,9005.0,0.0
1.0,3.0,1.0,34.0,2.0,2.0,2.0,2.0,2.0,2.0,353360.0,259701.0,6781.0,7071.0,6866.0,0.0
1.0,3.0,2.0,38.0,3.0,4.0,2.0,2.0,2.0,2.0,204391.0,103770.0,0.0,2077.0,2000.0,0.0
1.0,2.0,2.0,40.0,2.0,2.0,2.0,2.0,2.0,2.0,272035.0,178968.0,6000.0,5000.0,2000.0,0.0
1.0,3.0,2.0,46.0,2.0,2.0,2.0,2.0,2.0,2.0,175364.0,80972.0,1885.0,1838.0,1000.0,0.0
1.0,3.0,2.0,45.0,1.0,1.0,2.0,2.0,2.0,2.0,175960.0,141721.0,72024.0,4028.0,3018.0,0.0
1.0,1.0,2.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,178493.0,73186.0,3409.0,2070.0,2214.0,0.0
1.0,4.0,2.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,168440.0,85798.0,16021.0,0.0,0.0,0.0
1.0,1.0,1.0,33.0,2.0,2.0,2.0,2.0,2.0,2.0,211104.0,132746.0,2000.0,10000.0,6500.0,0.0
1.0,1.0,1.0,35.0,3.0,0.0,0.0,0.0,0.0,1.0,165580.0,69777.0,0.0,0.0,0.0,1.0
1.0,2.0,1.0,42.0,4.0,2.0,2.0,2.0,2.0,2.0,192463.0,97661.0,1452.0,1526.0,1200.0,1.0
1.0,3.0,1.0,46.0,2.0,2.0,2.0,2.0,2.0,2.0,256672.0,161006.0,4000.0,3000.0,638.0,0.0
1.0,2.0,1.0,39.0,2.0,2.0,2.0,2.0,2.0,2.0,308089.0,213116.0,5000.0,20000.0,5000.0,0.0
